country,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Nicaragua,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,325,0,0,0,0,0,0,53,0,0,0,35,10k,0,0,0,16,0,0,0,0,0,71,101,0,0,0,0,130,0,4,2,180,37,0,56,44,0,3340,55,9,16,2,0,29,7,44,198,30,8,87,17,9,30,39,2,13,22,4,15,36,,
Netherlands,,,,,,,,,,,,,,,,,,45,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,16,0,0,0,0,0,0,0,93,0,0,0,0,0,0,0,0,0,0,0,0,14,24,0,0,0,0,0,0,0,0,0,0,0,0,0,20,6,74,1,0,35,66,2,0,13,25,9,4,965,0,11,1000,7,0,0,0,0,13,2,0,0,0,0,3,400,400,0,
Norway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,123,0,0,0,0,0,0,0,36,84,160,0,0,0,36,1,143,55,0,16,19,0,0,0,18,0,0,0,0,0,0,4,0,0,0,0,13,0,0,1,10,,
Nepal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,0,0,0,0,0,0,0,0,1150,0,0,80,17,276,0,371,0,105,0,0,125,150,0,130,0,100,750,92,207,300,46,23,214,984,108,205,1450,1010,1080,0,511,926,104,538,409,530,180,667,399,290,328,278,275,191,535,282,309,187,210,652,9030,243,253,128,164,448,251,
New Zealand,,,,,,,,,,,,,,,,,,,6700,0,0,0,0,0,0,0,0,0,0,17,0,256,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,257,0,0,0,0,0,4,1,1,7,10,0,0,0,0,0,0,1,3,0,0,0,0,0,20,4,0,0,0,0,0,51,182,14,0,0,1,2,0,0,21,0,1,
Oman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,30,21,0,0,88,0,0,16,14,0,0,0,0,20,3,6,6,3,13,
Pakistan,,,,,,,,,,231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60k,0,0,0,0,0,0,0,0,0,4000,0,0,0,0,2900,0,0,111,406,12,270,375,0,148,0,0,0,0,450,10k,0,32,37,0,0,0,100,474,4740,14,338,848,393,113,93,404,68,158,103,5,117,78,486,305,551,1250,1880,931,440,1210,385,669,1390,816,349,306,315,699,274,74.7k,642,988,302,244,2470,646,1130,797,703,2040,709,488,320,628,710,207,22
Panama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,20,0,0,0,48,0,0,7,0,0,0,0,19,0,0,0,19,0,1,0,2,0,30,0,20,85,116,0,21,2,0,0,3,1,22,0,5,2,16,3,29,5,39,22,15,0,6,0,9,0,7,25,0,0,94,1,
Peru,,,,,,,,,,,,,,150,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,179,5000,30,214,0,0,1400,233,0,0,213,0,0,9,0,0,0,0,28,0,63,0,2200,0,350,60,128,25,11,150,66.8k,850,12,500,398,0,0,47,2,13,77,158,535,623,28,170,174,444,456,440,555,10k,785,116,184,43,312,909,215,197,292,495,269,479,242,148,177,727,143,799,669,193,405,233,643,144,106,200,113,114,91,103,0
Philippines,,,,,,240,0,0,0,0,0,1340,0,0,0,0,0,0,100,0,0,0,0,0,0,17,0,0,0,0,0,0,147,0,85,0,517,232,320,0,73,0,0,0,0,0,260,0,72,1000,84,1310,1010,0,68,544,129,89,0,29,703,15,197,1,636,392,18,107,353,11,3820,246,1090,363,297,40,6520,282,763,101,441,1580,653,405,2920,741,428,5410,1780,737,3490,6860,250,1040,828,1910,316,99,1030,464,1090,738,529,488,2130,116,3080,195,1870,1410,1210,2040,2460,7910,403,334,89,331,842,1040,216,550,11
Palau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Papua New Guinea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,506,0,0,0,0,0,0,0,0,0,0,0,0,0,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,100,0,0,0,0,0,0,0,13,0,0,0,66,0,0,0,1,76,0,0,200,0,68,44,15,61,92,2300,23,2,0,183,13,0,2,16,172,10,224,0,28,311,0,0,24,12,0,181,12,42,,
Poland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,83,117,0,0,0,0,0,0,202,0,0,16,10,35,0,35,21,0,115,73,157,84,297,202,0,0,205,88,19,104,349,236,26,290,29,89,78,23,6,9,4,3,4,
North Korea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,435,0,0,0,110,0,229,0,610k,116,0,50,42,46,124,3,0,185,207,282,720,0,0,30,74,147,51,0,33,552,200,270,5,22,0,
Portugal,,,,,,,,,,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,0,25,462,0,2,0,0,0,11,0,10,0,132,0,23,0,30,0,19,0,143,37,19,2,0,15,26,56,0,0,0,10,29,0,0,4,90,1,2720,2,477,41,16,2,0,46,0,0,21,1,1,4,109,13,31,,,
Paraguay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,23,33,55,12,45,0,0,0,390,0,17,8,12,8,12,44,5,0,0,14,0,0,0,40,20,10,
Palestine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,5,0,0,0,0,0,6,0,4,0,0,0,0,3,,
Qatar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,0,0,19,0,12,0,11,0,0,,,,
Romania,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,6,0,0,0,0,0,0,0,0,0,164,0,1000,15,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215,0,0,0,0,60,0,1640,0,0,0,0,0,0,0,0,17,0,0,190,9,108,0,3,2,116,38,51,111,34,29,41,19,3,67,178,89,80,48,35,90,0,86,9,17,57,3,9,2,14,13,1,
Russia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127,280,513,703,2590,303,287,176,357,493,1130,700,176,408,299,432,294,121,365,56.1k,308,520,214,144,253,293,88,235,163,39,113,
Rwanda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,17,0,0,0,0,0,0,0,0,0,48,237,0,32,0,0,0,70,10,0,77,144,49,12,197,13,4,0,59,30,48,0,32,41,5,0,0,2,117,3,76,42,111,0,
Saudi Arabia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,0,1,0,0,0,0,0,0,0,0,138,0,0,0,0,301,45,0,0,0,32,67,0,0,0,1430,359,0,0,182,0,61,343,118,61,181,70,117,146,256,63,442,73,28,161,24,24,67,39,15,2470,36,25,0,55,3,,
Sudan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1500,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,0,0,0,0,0,0,0,0,0,0,150,0,34,0,0,0,0,150k,0,0,60,155,2890,100,190,12,0,24,30,30,1040,70,3380,444,236,53,223,288,170,743,1190,734,141,31,121,259,307,310,100,36,206,682,69,125,173,52,
Senegal,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,300,0,0,0,0,0,0,131,0,0,188,0,20,390,187,13,18,1270,38,68,303,126,64,34,6,2,15,52,49,0,13,5,105,0,16,162,,
Singapore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,0,0,0,0,0,3,0,0,0,0,0,1,0,2,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,,,,,
Solomon Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,3,12,1,0,0,0,0,0,0,200,0,52,0,2,0,0,0,0,0,0,101,0,1,0,0,33,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,21,2,0,0,18,47,9,0,0,0,0,28,,
Sierra Leone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,50,60,352,0,62,0,0,0,0,100,0,0,50,518,121,125,366,188,12,0,10,90,20,11,190,170,257,16,41,300,18,3970,10,0,1100,11,7,0,101,
El Salvador,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000,0,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1100,0,0,0,0,0,0,0,0,0,0,0,0,0,125,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,520,0,0,0,1140,0,55,10,33,155,2,22,0,78,12,4,475,53,87,1160,29,304,68,120,1,2,43,282,44,35,0,0,4,13,0,10,4,6,86,5,
Somalia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,0,0,50,0,0,0,0,0,0,0,0,19k,0,0,0,0,0,0,0,5,0,0,0,1260,1310,600,0,64,0,130,50,0,230,20,250,2810,481,48,688,163,194,1,416,227,258,1180,13,15,20k,0,86,169,0,0,612,302,58,23,41,25,
Serbia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,9,0,25,0,56,0,0,6,0,0,0,0,
South Sudan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,0,0,0,47,99,205,291,83,0,20,60,0,17,
Sao Tome and Principe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,150,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,13,20,0,0,0,0,0,0,0,0,0,0,0,0,8,
Suriname,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,3,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,
Slovak Republic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,0,0,54,2,6,1,0,11,3,1,1,12,0,32,126,0,5,1,0,0,0,0,0,25,1,1,
Slovenia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,289,1,0,0,6,13,0,0,0,0,0,4,0,0,0,0,0,1,0,
Sweden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,11,0,7,0,16,0,0,13,0,0,0,0,0,63,3,0,0,1,0,0,7,0,0,0,0,0,0,0,7,0,0,0,0,0,0,1,0,
Eswatini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500,0,0,53,0,0,0,0,0,0,0,30,0,0,0,80,0,0,0,32,30,0,0,22,0,1,2,0,0,0,0,0,0,11,12,0,0,0,0,0,0,
Seychelles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
Syria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,0,0,0,0,0,0,0,0,0,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,37,62,10,54,113,0,28,62,28,46,0,22,0,25,0,0,0,70,0,0,0,44,35,1,1
Chad,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2310,0,0,0,0,0,13,0,0,3000,0,0,0,0,0,0,0,487,0,0,1300,0,0,0,2,94,239,0,0,1210,242,0,11,174,129,72,29,22,108,263,557,108,0,0,0,0,58,90,52,3,32,
Togo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,3,360,0,239,0,0,235,95,40,0,0,0,71,12,19,96,36,0,7,76,24,0,0,11,0,11,,
Thailand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,769,0,0,0,6,0,0,0,0,0,0,0,0,239,0,100,146,100,95,55,7,80,17,18,42,256,840,592,287,555,160,401,353,306,112,373,101,57,304,282,217,16,8440,113,280,213,71,98,260,935,12,204,178,16,128,150,93,26,62,17,
Tajikistan,,,,,,,,,,,,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1600,117,0,0,0,208,83,30,0,1,35,7,0,45,43,49,0,21,121,0,3,0,20,12,4,13,6,4,2,24,
Turkmenistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,40,0,11,0,0,0,0,0,0,0,0,0,0,15,,,,,,,,,,,
Timor-Leste,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,3,0,22,0,1,0,0,0,0,0,0,2,0,0,0,0,0,3,41,
Tonga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,1,0,0,0,0,0,0,0,3
Trinidad and Tobago,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,26,0,0,0,0,0,0,0,0,6,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Tunisia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,0,0,0,0,40,0,49,0,0,0,0,540,0,0,0,111,0,0,0,0,3,0,0,0,117,0,0,0,23,0,8,0,57,0,0,0,21,0,0,0,0,0,13,0,27,250,93,0,17,16,20,110,0,150,0,0,11,18,0,46,100,106,107,166,
Turkey,140,0,0,6260,0,0,0,0,0,0,0,0,923,0,4000,0,0,0,0,0,0,0,200,0,110,203,0,0,50,0,0,0,0,0,120,540,0,0,149,33k,53,445,3030,5140,4010,600,852,0,332,320,20,54,217,1240,2000,0,138,152,0,0,0,0,0,95,42,461,2430,390,269,53,1090,935,30,0,33,2390,3910,30,32,136,212,36,0,1490,6,59,63,41,105,29,188,167,1290,266,244,293,46,111,330,18k,106,155,174,518,344,68,192,193,88,81,146,700,183,35,410,140,160,75,86,46,349,102,
Tuvalu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Taiwan,,,,,148,0,1270,0,0,9,60,1000,0,0,0,0,181,54,0,0,0,0,5,0,1000,0,0,0,0,0,4,0,0,0,0,6020,10,0,0,0,0,319,0,0,0,0,58,0,0,0,0,185,0,67,0,0,0,0,31,1060,199,106,107,15,107,55,36,69,0,269,0,0,0,0,0,0,0,106,0,0,0,164,0,82,234,0,131,82,0,118,155,76,31,85,45,76,153,70,287,2270,185,196,274,33,79,53,8,44,54,630,34,0,32,10,80,61,238,38,109,2,1,115,
Tanzania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,0,0,40,0,0,0,0,0,25,0,0,500,0,0,12,0,0,183,33,10,0,90,0,30,389,687,2260,54,83,3,902,2550,2620,201,135,111,506,89,21,25,255,220,104,169,66,319,154,84,31,723,33,52,304,150,65,46,24
Uganda,,200k,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,27,171,0,156,220,100,124,30,91,0,70,120,30,302,439,69,281,176,154,65,286,232,126,28,501,69,203,72,308,31,69,34,250,257,61,37,
Ukraine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,57,9,122,204,30,27,109,49,90,84,136,17,66,814,184,147,135,40,67,54,209,2,12,66,57,37,10,44,45,16,
Uruguay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,75,1,14,7,0,2,0,0,18,0,2,0,1,16,0,0,0,0,12,8,0,0,0,0,,
United States,6300,0,115,950,1100,0,2190,0,352,463,30,225,0,732,0,1340,30,0,1270,500,224,0,34,0,0,779,268,333,2240,14,333,0,372,166,137,418,1900,180,841,13,311,134,592,176,750,196,456,869,97,95,415,205,293,489,326,546,325,541,232,99,111,162,158,442,450,577,552,275,159,830,134,248,1320,214,386,246,432,552,599,214,1480,86,667,332,545,387,200,535,85,603,430,302,157,714,546,920,764,345,366,844,299,517,508,434,240,2070,398,382,383,221,197,833,318,230,217,347,347,366,327,240,253,931,19
Uzbekistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,0,0,0,0,0,135,36,0,0,0,0,37,0,15,0,8,0,0,13,0,0,0,0,0,0,0,0,4,8,
St. Vincent and the Grenadines,,,1570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,12,0,0,1,0,0,0,8,0,
Venezuela,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,22,0,0,0,0,0,30,0,0,0,0,240,0,155,0,1,0,0,0,0,0,0,0,0,0,165,150,0,0,38,3,226,77,37,99,160,67,171,74,0,30,99,29,30k,15,37,54,37,81,331,0,29,79,18,65,31,48,16,0,17,11,0,19,78,31,46,
Vietnam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,0,0,56,0,0,0,0,0,0,0,8000,0,31,3,0,0,237,112,0,100,0,172,0,0,74,0,402,177,70,734,188,891,600,123,207,1180,384,820,345,379,361,313,1090,3780,722,893,649,462,212,206,281,418,598,448,436,410,285,201,107,249,54,70,202,284,147,59,323,27,
Vanuatu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,9,0,48,1,12,0,0,2,4,0,0,0,0,0,44,0,2,0,0,2,0,0,0,0,0,0,0,0,0,12,11,0,0,0,0,5,,
Samoa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,13,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,148,0,0,12,0,0,0,0,0,0,39,,,
Yemen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,3,0,0,0,0,0,0,0,482,0,0,0,0,0,0,25,0,10,147,31,0,131,383,0,250,10,46,98,53,153,41,87,40,293,133,158,83,279,15,76,173,64,111,106,111,958,65,67,
South Africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,51,417,0,0,0,0,90,0,0,0,26,0,0,0,0,26,0,0,4,38,0,0,104,0,83,64,0,245,749,105,181,59,45,75,120,294,341,203,81,181,306,418,206,262,143,63,112,140,198,244,94,139,156,100,141,43,113,24,51,46,120,38,41,16
Zambia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89,0,0,0,0,0,0,0,11,0,0,0,51,0,0,0,0,400,0,0,114,0,0,0,0,0,116,0,0,480,163,129,0,252,2,132,5,34,194,118,9,89,47,53,26,34,24,89,20,24,3,19,
Zimbabwe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,0,0,0,0,0,0,60,31,0,0,0,0,0,111,0,87,258,0,0,35,1310,0,98,67,210,13,78,138,21,119,51,140,4290,117,26,119,15,146,25,34,61,315,101,719,0,3,0
